Len (cây len),"Xà beng sắt to, hoặc cái xẻng (vá).",Công cụ đào đìa là một cây len.,Công cụ đào ao là một cái xẻng.,
Lèn quèn,"Lèo tèo, túng bấn, nghèo nàn, lôi thôi lếch thếch.",Ba cái thằng lèn quèn như tôi,Mấy thằng quèn như tôi,
Len ten,"Rách rưới, tả tơi; chạy lon ton vặt vãnh.",Quần áo len ten như vậy mà chúng vẫn phải mặc.,Quần áo rách rưới như vậy mà chúng vẫn phải mặc.,
Len ten,"Rách rưới, tả tơi; chạy lon ton vặt vãnh.",Ba cái thằng len ten ở nhà ông chủ mà cũng bày đặt làm phách,Mấy cái thằng lon ton ở nhà ông chủ mà cũng bày đặt lên mặt,
Léo,"Bén mảng, lượn lờ tới; đánh trống lảng.","Bị sượng quê, nên dạo này nó không dám léo tới đây nữa đâu.","Bị bẽ mặt, nên dạo này nó không dám bén mảng tới đây nữa đâu.",
Léo,"Bén mảng, lượn lờ tới; đánh trống lảng.",Đừng có léo chuyện này sang chuyện nọ,Đừng có đánh trống lảng chuyện này sang chuyện nọ,
Léo,"Bén mảng, lượn lờ tới; đánh trống lảng.",Ba cấm con không được léo hánh tới nhà bà ấy nữa nghe chưa.,Bố cấm con không được bén mảng tới nhà bà ấy nữa nghe chưa.,
Lẹo,"1. May lộn, khâu vắt mép.2. (Chó) mắc lẹo, giao phối dính nhau; (chuối) dính quả.",Lấy cây lẹm cho má lẹo cái bao này lại coi con.,Lấy cây kim bao cho mẹ khâu cái bao này lại xem nào con.,
Lẹo,"1. May lộn, khâu vắt mép.2. (Chó) mắc lẹo, giao phối dính nhau; (chuối) dính quả.",Hai con chó mắc lẹo có gì đâu mà coi,Hai con chó mắc lẹo có gì đâu mà xem,
Léo / Léo hánh,"Bén mảng, lượn","Bị sượng quê, nên nó không léo","Bị bẽ mặt, nên dạo này nó không dám bén mảng tới đây nữa đâu.",
Léo / Léo hánh,"Bén mảng, lượn",Đừng có léo chuyện,Đừng có đánh trống lảng chuyện này sang chuyện nọ,
Lẽo đẽo,Đeo bám; cặm cụi miệt mài; thấm thoắt (thời gian).,Mới đó mà lẽo đẽo cũng đã ba năm,Mới đó mà thấm thoắt cũng đã ba năm,
Lẽo đẽo,"Đeo bám, cặm cụi",Một mình ổng lẽo đẽo làm hoài,Một mình ông ấy cặm cụi làm mãi,
Leo lầu,Lên tầng gác bằng cầu thang / đi xe lên vỉa hè.,Tài xế ẩu leo lề mới gây ra tai nạn đó thôi.,Tài xế ẩu phi lên vỉa hè mới gây ra tai nạn đó thôi.,
Leo lầu / Leo lề,Lên tầng gác / Leo lên vỉa hè,"Tôi không thích ở tầng trên đâu, vì leo cầu thang mệt lắm.","Tôi không thích ở tầng trên đâu, vì leo cầu thang mệt lắm.",
Leo lầu / Leo lề,Lên tầng gác / Leo lên vỉa hè,Tài xế ẩu leo lề rồi,Tài xế ẩu phi lên vỉa hè mới gây ra tai nạn đó thôi.,
Léo lén,"Quấn quýt, lẩn quất không rời.",Qua như con én léo lén trên nhành,Anh như con én quấn quýt trên cành,
leo lề,Lên tầng gác bằng cầu thang / đi xe lên vỉa hè.,"Tôi không thích ở tầng trên đâu, vì leo lầu mệt lắm.","Tôi không thích ở tầng trên đâu, vì leo cầu thang mệt lắm.",
Lẻo lự,"Ráo trở, tráo trở; hớt lẻo, bép xép.",Cái thằng lẻo mép ấy... Nó hay đi mách lại với người khác lắm đó.,Cái thằng bép xép ấy... Nó hay đi mách lẻo với người khác lắm đó.,
Lẻo mép,"Ráo trở, tráo trở / Bép xép",Con người mày lẻo lự,Con người mày lại tráo trở quá đi,
Lẻo mép,"Ráo trở, tráo trở / Bép xép",Cái thằng lẻo mép,Cái thằng bép xép ấy... Nó hay đi mách lẻo với người khác lắm đó.,
Lèo ngoèo,"Ngoằn ngoèo, ngoằn ngoèo",Đường đi vô nhà lèo ngoèo,Đường đi vào nhà nó ngoằn ngoèo,
Lèo ngoèo,"Ngoằn ngoèo, ngoằn ngoèo",Chữ viết lèo ngoèo,Chữ viết giun dế,
Lèo ngoèo,"Ngoằn ngoèo, nguệch ngoạc.",Đường đi vô nhà nó lèo ngoèo,Đường đi vào nhà nó ngoằn ngoèo,
Lẹo nhẹo,Lằng nhằng nhì nhằng / quanh co / tằng tịu nam nữ.,Chuyện quan hệ của tụi nó lẹo nhẹo mấy năm trời rồi,Chuyện quan hệ của chúng nó dùng dằng mấy năm trời rồi,
Lép / Xẹp lép,"Bụng đói meo, xẹp",Cái bụng lép như tép,Cái bụng đói meo xẹp lép,
Lép / Xẹp lép,"Bụng đói meo, xẹp",Cả ngày nay có ăn gì đâu,"Cả ngày nay có ăn gì đâu, nên bụng chả xẹp lép sao được.",
Lép như con tép,"Bụng đói meo, xẹp lép; thất thế.","Cả ngày nay có ăn gì đâu, nên bụng hổng lép ve sao được.","Cả ngày nay có ăn gì đâu, nên bụng chả xẹp lép sao được.",
Lép như con tép,"Bụng đói meo, xẹp lép; thất thế.",Ở trong đám chỉ có nó là lép ve,Ở trong đám chỉ có nó là lép vế,
lép ve,"Bụng đói meo, xẹp lép; thất thế.",Cái bụng lép như con tép,Cái bụng đói meo xẹp lép,
Lép xép,"Bép xép, không kín miệng.","Cái con mẹ đó, bả lép xép dữ lắm","Cái mụ đó, mụ ấy bép xép lắm",
Lẹt bẹt,"Chậm chạp tụt lùi; rải rác lưa thưa; quẹt đất, lết bết.",Bọn họ lẹt bẹt ở sau,Bọn họ lẹt đẹt ở phía sau,
Lê nhề,"1. Lè nhè (nói kéo dài khó chịu).2. Lẻ tẻ, vụn vặt.",Để nó lê nhề bên tai tôi bực quá.,Để nó lè nhè bên tai tôi bực quá.,
Lê nhề,"1. Lè nhè (nói kéo dài khó chịu).2. Lẻ tẻ, vụn vặt.",Ba cái tiền lê nhề đó có đáng gì đâu,Mấy cái tiền lẻ tẻ đó có đáng gì đâu,
Lền,"Sền sệt; đặc nghẹt; nhiều vô số kể, la liệt.",Cái ao này nước lền thấy mà ghê,Cái ao này nước sền sệt bùn lầy thấy mà ghê,
Lền,"Sền sệt; đặc nghẹt; nhiều vô số kể, la liệt.",Sấu thì lền khên ở các ngọn trong đớn.,Cá sấu thì la liệt ở các ngọn rạch.,
Lền,"Sền sệt; đặc nghẹt; nhiều vô số kể, la liệt.","Cào cào, châu chấu... nó bay lền trời vậy cà.","Cào cào, châu chấu... nó bay rợp trời vậy kìa.",
Lên chân / Lên hương,"Lên chân, tự đắc","Khen nó quá, riết nó lên chưn","Khen nó quá, rồi nó lại vác mặt lên",
Lên chân / Lên hương,"Lên chân, tự đắc",Nhờ thắng mấy ván mà nó lên hương,Nhờ thắng mấy ván mà nó lên hương,
Lên chưn,"Lên chân, tự đắc, lên mặt; phát đạt, phát tài.",Nhờ thắng mấy ván mà nó lên gò,Nhờ thắng mấy ván mà nó lên hương,
Lên chưn,"Lên chân, tự đắc, lên mặt; phát đạt, phát tài.",Dạo này ổng đã lên hương rồi,Dạo này ông ấy đã phất lên rồi,
Lên đời,Nâng cấp đồ xịn,Cái xe này bộ mới lên đời hả?,Cái xe này mới nâng cấp hả?,
Lên đời,Nâng cấp đồ xịn,Dạo này ổng lên đời đi làm việc,"Dạo này ông ấy phất lắm, đi làm việc toàn bằng xe máy thôi.",
Lên đời,Nâng cấp đồ xịn hơn; làm ăn phát đạt.,"Dạo này ổng lên xăng lắm, đi làm việc bằng xế nổ không hà.","Dạo này ông ấy phất lắm, đi làm việc toàn bằng xe máy thôi.",
Lên gan,"Tức lộn ruột, sôi gan; sợ hãi điếng người.",Nó làm như vậy tui tức lên ruột hôn?,Nó làm như vậy tôi tức lộn ruột không?,
Lên gan,"Tức lộn ruột, sôi gan; sợ hãi điếng người.",Thấy nó móc súng ra tôi lên ruột,Thấy nó rút súng ra tôi sợ điếng người,
Lên gan / Lên ruột,"Tức lộn ruột, sôi gan",Má con bả lên gan bả đánh chết.,Mẹ con bà ấy điên tiết bà ấy đánh chết.,
Lên gan / Lên ruột,"Tức lộn ruột, sôi gan",Nó làm như vậy tôi tức lộn ruột không?,Nó làm như vậy tôi tức lộn ruột không?,
lên gò,"Lên chân, tự đắc, lên mặt; phát đạt, phát tài.","Khen nó quá, riết nó lại lên chưn","Khen nó quá, rồi nó lại vác mặt lên",
Lền khên / Lền trời,Sền sệt; đặc nghẹt,Sấu thì lền khên,Cá sấu thì la liệt ở các ngọn rạch.,
Lền khên / Lền trời,Sền sệt; đặc nghẹt,"Cào cào, châu chấu","Cào cào, châu chấu... nó bay rợp trời vậy kìa.",
Lên mâm,"Dọn cỗ, dọn thức ăn.","Rồi, lên mâm đi, anh em ăn còn về làm việc.","Rồi, lên cỗ/dọn mâm đi, anh em ăn còn về làm việc.",
Lên meo,"Lên rêu, mốc.",Cái tường này... Nó bắt đầu lên meo rồi đó.,Cái tường này... Nó bắt đầu mốc rêu rồi đó.,
Lên ngớp,(Cá) ngoi lên đớp không khí.,để có chỗ thở cho cá bên trong lên ngớp.,để có chỗ thở cho cá bên trong ngoi lên đớp khí.,
Lệnh khệnh,Khệnh khạng nặng nề; chệnh choạng; lăng nhăng.,Trông ông ta đi đứng lệnh khệnh thấy phát mệt.,Trông ông ta đi đứng khệnh khạng thấy phát mệt.,
Lễnh lãng (lính láng),Lênh láng ngập nước; canh nhạt toàn nước; ăn nói vô duyên.,Tháng này năm nào nước cũng ngập lễnh lãng vậy đó chị ơi.,Tháng này năm nào nước cũng ngập lênh láng vậy đó chị ơi.,
Lễnh lãng (lính láng),Lênh láng ngập nước; canh nhạt toàn nước; ăn nói vô duyên.,Con nhỏ đó nó ăn nói lễnh lãng,Con nhỏ đó nó ăn nói vô duyên,
Lểnh nghểnh,Lỉnh kỉnh đồ đạc; dài thòng lõng.,Ba cái đồ bày bán lểnh nghểnh ngoài chợ,Mấy cái đồ bày bán lỉnh kỉnh ngoài chợ,
Lểnh nghểnh,Lỉnh kỉnh đồ đạc; dài thòng lõng.,Để dây nhợ lểnh thễnh cái kiểu đó,Để dây rợ lòng thòng cái kiểu đó,
Lếnh quếnh,"Lính quýnh, lóng ngóng, lúng túng.",Việc gì phải lếnh quếnh đi đụng bàn đụng ghế tùm lum vậy cha nội.,Việc gì phải lóng ngóng đi đụng bàn đụng ghế lung tung vậy ông anh.,
Lệt sệt,"Sền sệt, đặc sệt.",Để ba cái bùn lệt sệt như vầy,Để chỗ bùn sền sệt như vầy,
lệt xệt,"Kéo lê lết, xệt dưới đất.",Vác bao đồ đi lệt phệt phía sau,Vác bao đồ đi lê lết phía sau,
lệt xệt,"Kéo lê lết, xệt dưới đất.",Xắn hai cái ống quần lên đi con. Để nó lệt thệt như vậy,Xắn hai cái ống quần lên đi con. Để nó lết thết như vậy,
Lệt xệt / Lệt phệt,"Kéo lê lết, xệt dưới nền",Vác bao đồ đi lệt xệt,Vác bao đồ đi lê lết phía sau,
Lệt xệt / Lệt phệt,"Kéo lê lết, xệt dưới nền",Xắn hai cái ống quần lên đi con.,Xắn hai cái ống quần lên đi con. Để nó lết thết như vậy,
Lểu,"Đâm thủng, đâm xuyên (nhọn).",cọc ở dưới nó đâm lểu ruột có ngày à nghen.,cọc ở dưới nó đâm lòi ruột có ngày đấy nhé.,
Lệu hệu,Lảng vảng vô tích sự; lặt vặt linh tinh; nhai trệu trạo.,Thằng cha đó chỉ có nước lệu hệu,Gã đó chỉ có nước lảng vảng ăn hại,
Lệu hệu,Lảng vảng vô tích sự; lặt vặt linh tinh; nhai trệu trạo.,"Đau mấy cái răng, phải nhai lệu lạo rồi nuốt","Đau mấy cái răng, phải nhai trệu trạo rồi nuốt",
Lệu nghệu,Lêu nghêu cao nhòng; nói năng lộn xộn.,Cái thân cao lệu nghệu mà đứng trước,Cái thân cao lêu nghêu mà đứng trước,
Lệu nghệu,Lêu nghêu cao nhòng; nói năng lộn xộn.,Nói năng lệu nghệu,Nói năng luyên thuyên,
Lếu nhếu,"Láo nháo ồn ào; lóc chóc vụng về, không đứng đắn.",Làm gì mà lếu nhếu như cái chợ vậy chớ.,Làm gì mà nhao nhao như cái chợ vậy chứ.,
Lếu nhếu,"Láo nháo ồn ào; lóc chóc vụng về, không đứng đắn.",Nói năng lếu tếu như vậy sao được.,Nói năng nhố nhăng như vậy sao được.,
Li,Cốc (uống nước); kéo dài liên miên; chênh lệch chút ít/không đáng kể.,Vì sao mà họ nhậu li bì như vậy?,Vì sao mà họ nhậu nhẹt liên miên như vậy?,
Li,Cốc (uống nước); kéo dài liên miên; chênh lệch chút ít/không đáng kể.,Số tiền đó đối với tao chẳng có li lai gì đâu,Số tiền đó đối với tao chẳng thấm tháp gì đâu,
Lì câm,"Lì lợm, ngang bướng; nhẵn lì; lừ đừ.","Thằng nhỏ trông lì câm, khó dạy lắm đây.","Thằng bé trông lầm lì, khó dạy lắm đây.",
Lì câm,"Lì lợm, ngang bướng; nhẵn lì; lừ đừ.",Món đồ này... góc cạnh lì câm hết rồi.,Món đồ này... góc cạnh mòn nhẵn hết rồi.,
Lì câm,"Lì lợm, ngang bướng; nhẵn lì; lừ đừ.",Bệnh trông thằng nhỏ lì lịt hẳn đi.,Ốm trông thằng bé lừ đừ hẳn đi.,
Lí hí,"Ti hí (mắt nhỏ); li ti, lí nhí (âm thanh, kích thước).",Cái thằng gì mà mắt lí hí,Cái thằng gì mà mắt ti hí,
Lí hí,"Ti hí (mắt nhỏ); li ti, lí nhí (âm thanh, kích thước).",Nói cái gì mà lí rí trong họng,Nói cái gì mà lí nhí trong họng,
Lí la lí lắc (lí lắc),"Lóc chóc nghịch ngợm, táy máy không yên.",Cái thằng đó lí la lí lắc lắm,Cái thằng đó lóc cha lóc chóc lắm,
Lí la lí lắc (lí lắc),"Lóc chóc nghịch ngợm, táy máy không yên.",Chỗ có khách có khứa mà con lí lắc quá đi.,Chỗ có khách khứa mà con láu táu quá đi.,
Lí lẩu,"Liến thoắng, nhanh nhảu đoảng.","Nó có cái tật lí lẩu vậy, chớ có làm được việc gì nên thân đâu anh ơi.","Nó có cái tật nhanh nhảu đoảng vậy, chứ có làm được việc gì ra hồn đâu anh ơi.",
Lì một lam,Bắn đạn một loạt / làm một li (rượu); mừng tuổi.,Tới phiên anh đó. Lì một lam đi.,Tới phiên anh đó. Làm một chầu đi.,
Lì một lam,Bắn đạn một loạt / làm một li (rượu); mừng tuổi.,Hai đứa nhỏ cũng được tiền lì xì mấy trăm.,Hai đứa nhỏ cũng được tiền mừng tuổi mấy trăm.,
Lia,"Ăn/nói nhanh; ném vút đi; làm liên tục, thua liểng xiểng.","Bà dọn cơm, tôi lia ba hột, rồi tôi còn đi xóm nữa.","Bà dọn cơm, tôi lùa ba hột, rồi tôi còn đi sang xóm nữa.",
Lia,"Ăn/nói nhanh; ném vút đi; làm liên tục, thua liểng xiểng.","Nó thua lịa chia, không biết bao nhiêu mà kể.","Nó thua liểng xiểng, không biết bao nhiêu mà kể.",
Lỉa lỉa,Động tác nhẹ và liên tục (gật đầu); đi lủi lủi vội vã.,Có ai vô nhà là mấy con ngỗng nó lỉa lỉa cái đầu như vậy đó.,Có ai vào nhà là mấy con ngỗng nó gật gật cái đầu như vậy đó.,
Lia thia,"Cá chọi, cá lia thia.",Lia thia nổi bọt trên đọt bồng bông,Cá cờ/cá chọi nổi bọt trên ngọn súng,
Lịch (2),"Lệch, chệch; lịch sự, thanh lịch.",Lấy hai chiếc đũa lịch như vầy,Lấy hai chiếc đũa cọc cạch như vầy,
Lịch (2),"Lệch, chệch; lịch sự, thanh lịch.",Hai vợ chồng khác nhau một trời một vực. Ông thì lịch lắm.,Hai vợ chồng khác nhau một trời một vực. Ông thì nhã nhặn lắm.,
Lịch huỵch,"Lỉnh kỉnh lặt vặt, hấp tấp; ì ạch, nặng nề, tiếng rơi bạch.",Buôn bán lịch huỵch kiếm tiền chợ,Buôn bán lặt vặt kiếm tiền đi chợ,
Lịch huỵch,"Lỉnh kỉnh lặt vặt, hấp tấp; ì ạch, nặng nề, tiếng rơi bạch.","Con heo này đi đứng lịch ịch, chắc sắp đẻ rồi.","Con lợn này đi đứng ì ạch, chắc sắp đẻ rồi.",
Lịch ịch,Nặng nề và chậm chạp; tiếng rơi phịch.,Con heo này đi đứng lịch ịch,Con lợn này đi đứng ì ạch,
Lịch ịch,Nặng nề và chậm chạp; tiếng rơi phịch.,Quăng lịch ịch cái kiểu đó,Quăng phịch cái kiểu đó,
Lịch ịch,Nặng nề và chậm chạp; tiếng rơi phịch.,Trông mấy bà bầu đi đứng lịch phịch,Trông mấy bà bầu đi đứng lặc lè,
Lịch kịch,"Va chạm, xung khắc, gây gổ, cãi vã nhau.","Vợ chồng mà cứ lịch kịch cái kiểu đó, mần ăn sao khá được chớ.","Vợ chồng mà cứ cãi cọ/lục đục cái kiểu đó, làm ăn sao khá được chứ.",
Lịch phịch / Lịch ịch,Nặng nề và chậm chạp,Quăng lịch ịch cả xuống,Quăng phịch cái kiểu đó,
Lịch phịch / Lịch ịch,Nặng nề và chậm chạp,Trông mấy bà bầu đi lịch phịch,Trông mấy bà bầu đi đứng lặc lè,
Liếc dọc,Đưa mắt nhìn quanh,Vô nhà người ta mà cặp mắt nó liếc dọc hoài,Vào nhà người ta mà cặp mắt nó dáo dác mãi,
Liếc dọc,Đưa mắt nhìn quanh,Đi ra đường cứ liếc dọc liếc ngang,Đi ra đường cử liếc dọc liếc ngang,
Liếc dọc (liếc ngang),"Đưa mắt nhìn quanh quất, đảo mắt liên tục.",Đi ra đường cứ liếc dọc liếc ngang,Đi ra đường cứ liếc dọc liếc ngang,
Liểm,"Lẻm, ăn nhanh, nuốt gọn cả miếng; cuỗm sạch, giết chết.",Mới dọn ra chưa kịp mời ai là nó đã liểm hết.,Mới dọn ra chưa kịp mời ai là nó đã tọng hết.,
Liễm / Lúm,"Lẻm, ăn nhanh, cuỗm đi",Mới dọn ra chưa kịp mời ai là nó đã tọng hết.,Mới dọn ra chưa kịp mời ai là nó đã tọng hết.,
Liễm / Lúm,"Lẻm, ăn nhanh, cuỗm đi",Thằng nào liễm mất rồi.,Thằng nào cuỗm mất rồi.,
Liền,"1. Ngay, tức thì, lập tức.2. Lẫn (ngày lẫn đêm).",Đừng có chê cái mì ăn liền nghen.,Đừng có chê cái mì ăn liền nhé.,
Liền,"1. Ngay, tức thì, lập tức.2. Lẫn (ngày lẫn đêm).",Thức gì mà cả ngày liền đêm chịu sao nổi.,Thức gì mà cả ngày lẫn đêm chịu sao nổi.,
Liến (khỉ,"Hay đùa nghịch, chọc phá, láu cá; liến thoắng.",Bộ mặt nó coi liến lắm,Bộ mặt nó trông láu cá lắm,
Liền bóc,"Ngay lập tức, tức khắc; liên tục không ngừng.",Làm liền chóc vậy sao,Làm ngay lập tức vậy sao,
Liền bóc,"Ngay lập tức, tức khắc; liên tục không ngừng.",Ăn gì mà liền chóc,Ăn gì mà liên tục,
Liền chóc,"Ngay lập tức, tức khắc; liên tục không ngừng.",Mới nói là làm liền bóc vậy,Mới nói là làm ngay tắp lự vậy,
Liền lạc,"Đầy đặn, cân đối; lành lặn, nguyên vẹn không tì vết.",Thằng bé có thân hình liền lạc,Thằng bé có thân hình cân đối,
Liền lạc,"Đầy đặn, cân đối; lành lặn, nguyên vẹn không tì vết.",Cái máy này liền lạc lắm.,Cái máy này nguyên vẹn lắm.,
Liền lạc,"Đầy đặn, cân đối; lành lặn, nguyên vẹn không tì vết.",Tôi chỉ cầu trời... nó được liền lặn,Tôi chỉ cầu trời... nó được lành lặn,
Liền miệng,"Luôn miệng, không ngừng nghỉ; lành miệng (vết thương).",Cái vết thương này nó đã liền miệng,Cái vết thương này nó đã liền miệng,
Liền tì,Liền một mạch không ngắt quãng.,Ổng làm liền tì vậy mà ổng chịu nổi,Ông ấy làm liền một lèo vậy mà ông ấy chịu nổi,
Liên tu,Liên tục không ngừng,Ông nói liên tu bất tận,Ông ấy nói liên hồi kỳ trận,
Liên tu (bất tận),"Liên tục không ngừng, tới tấp không dứt.",Trồng tre tre ngã liên tu,Trồng tre tre ngã liên tục,
Liên tu (bất tận),"Liên tục không ngừng, tới tấp không dứt.",Ổng nói liên tu bất tận,Ông ấy nói liên hồi kỳ trận,
Liền tù tì,Liền một mạch không dứt,Ông làm liền tì vậy,Ông ấy làm liền một lèo vậy mà ông ấy chịu nổi,
Liền tù tì,Liền một mạch không dứt,Ăn gì liền tù tì,Ăn gì liên tù tì,
Liền vo,"Lành lặn vẹn toàn, không gợn tì vết.",Quả địa cầu này liền vo trông đẹp thiệt.,Quả địa cầu này tròn xoe trông đẹp thật.,
Liền vo,"Lành lặn vẹn toàn, không gợn tì vết.",Vết thương được giải phẫu... liền vo,Vết thương được phẫu thuật... nhẵn thín,
Liệng,"Chọi, ném, vứt bỏ đi.",Con liệng lựu đạn chết bà nó hết,Con ném lựu đạn chết xừ nó hết,
Liệng,"Chọi, ném, vứt bỏ đi.",Bị giặc chở ra liệng biển.,Bị giặc chở ra vứt xuống biển.,
Liệng,"Chọi, ném, vứt bỏ",Con liệng lựu đạn chết bà nó hết,Con ném lựu đạn chết xử nó hết,
Liếp,"Luống, mô đất nhỏ chạy dài trồng cây.",Đất này lên liếp trồng cà,Đất này lên luống trồng cà,
Lìm kìm,"Cá lìm kìm (loại cá thân nhỏ, đầu có kim dài).",Thò tay con vớt cá lìm kìm cắn con. (cd),Thò tay con vớt cá lìm kìm cắn con.,
Lim rim,"Im ỉm, lầm lì, kín",Cái thằng cha lim rim đó coi vậy mà đáng sợ,Cải gã lầm lì đó nhìn vậy mà đáng sợ,
Lim rim,Thấm thoắt,Mới đó mà lìm rỉm cũng đã mười năm.,Mới đó mà thấm thoắt cũng đã mười năm.,
Lim rim (lỉm rỉm),"Im ỉm, lầm lì, kín đáo; thấm thoắt (thời gian).",Mới đó mà lỉm rỉm cũng đã mười năm.,Mới đó mà thấm thoắt cũng đã mười năm.,
Lịnh,"1. Lệnh, mệnh lệnh.2. Đơn vị bài tứ sắc.","Nó còn ba lịnh, đánh bàn này thua nữa là kể như đứt","Nó còn ba lệnh, đánh ván này thua nữa là coi như hết",
Lính cộng hòa,Người lính trong quân đội Sài Gòn trước 1975.,Hồi năm bảy hai tui bắn thằng lính cộng hòa ở chỗ này.,Hồi năm bảy hai tôi bắn thằng lính cộng hòa ở chỗ này.,
Lình ình,"Lình xình, đình trệ; sơ sài; lôi thôi; xích mích.","Mấy cái chuyện làm ăn, nó cứ lình xình","Mấy cái chuyện làm ăn, nó cứ lình xình",
Lình ình,"Lình xình, đình trệ; sơ sài; lôi thôi; xích mích.",Vợ chồng nó cứ lình xình hoài,Vợ chồng nó cứ lục đục mãi,
Lình kình,"Lỉnh kỉnh, cồng kềnh, nhiều đồ không gọn.",Mang đồ đạc lình kình thế kia.,Mang đồ đạc lỉnh kỉnh thế kia.,
Lính lác / Lính quèn,"Lính mới, lính trơn",Nó thuộc dạng lính lác thôi,Nó thuộc dạng lính trơn thôi mà cũng bày đặt,
Lính lác / Lính quèn,"Lính mới, lính trơn",Lương của mấy thằng lính quèn,Lương của mấy thằng lính quèn,
Linh láng,"Lênh láng, tràn ra diện rộng.",Con mở nước kiểu sao mà để nước chảy linh láng nhà vậy hả.,Con mở nước kiểu sao mà để nước chảy lênh láng nhà vậy hả.,
Lỉnh lảng,"Lỏng bõng (canh nhiều nước); lỏng lẻo, hời hợt (quan hệ/lời nói).",Tô canh lỉnh lảng như vầy,Bát canh loãng toẹt như vầy,
Lỉnh lảng,"Lỏng bõng (canh nhiều nước); lỏng lẻo, hời hợt (quan hệ/lời nói).",Vài câu lỉnh lảng như nước đìa,Vài câu nhạt nhẽo như nước ao,
Lỉnh nghỉnh,"Lổn ngổn, nhung nhúc nhiều không đếm xuể.",Rùa bò lỉnh nghỉnh,Rùa bò lổn ngổn,
Lình xình,"Lình xình, đình trệ",Mấy năm nay làm ăn nó cứ dậm chân tại chỗ,Mấy năm nay làm ăn nó cứ dậm chân tại chỗ,
Lình xình,"Lình xình, đình trệ",Vợ chồng nó cứ lình xình mãi,Vợ chồng nó cứ lục đục mãi,
Lình xình,"Lình xình, đình trệ; sơ sài; lôi thôi; xích mích.",Mấy năm nay làm ăn nó cứ lình ình,Mấy năm nay làm ăn nó cứ dậm chân tại chỗ,
Lịnh xịnh,"Lình xình, dùng dằng, trục trặc.",Công việc làm ăn mấy năm nay lịnh xịnh quá trời,Công việc làm ăn mấy năm nay lẹt đẹt quá trời,
Lịnh xịnh,"Lình xình, dùng dằng, trục trặc.",Cứ lịnh xịnh cái kiểu này,Cứ dùng dằng cái kiểu này,
Líp,"Kín, dịp, liền",Vết thương nó đã líp mặt rồi,Vết thương nó đã liền sẹo rồi,
Líp,"Kín, dịp, liền",Đổ nước líp mặt chậu,Đồ nước xăm xắp mặt chậu,
Líp ga,"Hết ga, hết tốc lực; xả láng.",Phải cho xe chạy líp ga mới đuổi theo kịp,Phải cho xe chạy hết ga mới đuổi theo kịp,
Líp ga,"Hết ga, hết tốc lực; xả láng.",Tao đãi tụi bây ăn líp ga luôn.,Tao khao tụi bay ăn xả láng luôn.,
Lít rít,"Lít nhít, nhỏ xíu và dày đặc.",Viết lít rít cái kiểu đó ai mà xem cho được.,Viết lí nhí/líu ríu cái kiểu đó ai mà đọc cho được.,
Lịu,Nhịu (nói nhịu); giật mình nói bậy.,Phát biểu trước đám đông mà nói lịu là nguy hiểm,Phát biểu trước đám đông mà nói nhịu là nguy hiểm,
Lịu,Nhịu (nói nhịu); giật mình nói bậy.,"Mày hù bả chi, cho bả hoảng hồn bả lịu tầm bậy","Mày dọa bà ấy làm gì, làm bà ấy hoảng hồn bà ấy buột miệng nói bậy",
Lịu,"Nói nhịu, luống cuống","Máy hủ bả chỉ, cho bả hoảng hồn bả lịu tầm bậy","Mày dọa bà ấy làm gì, làm bà ấy hoảng hồn bà ấy buột miệng nói bậy",
Lỉu (lụi),Nhọn hoắt; đâm lụi bằng dao.,Cái đao nhọn lỉu vậy,Cái đao nhọn hoắt vậy,
Lỉu (lụi),Nhọn hoắt; đâm lụi bằng dao.,Coi chừng nó lỉu cho một cái là tiêu mạng,Coi chừng nó lụi cho một nhát là mất mạng,
Lịu bịu,"Bận bịu, vướng víu lận đận.",Nó lịu bịu chuyện vợ con lắm,Nó bận bịu chuyện vợ con lắm,
Lịu bịu,"Bận bịu, vướng víu lận đận.",Thương nàng lìu địu xuống lên.,Thương nàng lận đận sớm hôm.,
Liu hiu,"Hiu hiu, liu riu (gió nhẹ, lửa nhỏ).",Gió hiu hiu cái kiểu này,Gió hiu hiu cái kiểu này,
Liu hiu,"Hiu hiu, liu riu (gió nhẹ, lửa nhỏ).",Để lửa liu riu,Để lửa liu riu,
Liu khiu,"Lêu nghêu, lều khều","Chân tay liu khiu thế kia, đụng tới đâu là đổ bể","Chân tay lều khều thế kia, đụng tới đâu là đổ vỡ",
Liu khiu,"Lêu nghêu, lều khều","Bị bại liệt, chân tay llu khiu","Bị bại liệt, chân tay khoèo",
Lìu khiu (lều khều),"Lêu nghêu, lều khều, cao gầy vụng về; lọng cọng do bệnh.","Chân tay lìu khiu thế kia, đụng tới đâu là đổ bể","Chân tay lều khều thế kia, đụng tới đâu là đổ vỡ",
Lìu khiu (lều khều),"Lêu nghêu, lều khều, cao gầy vụng về; lọng cọng do bệnh.","Bị bại liệt, chân tay lìu khiu","Bị bại liệt, chân tay khoèo",
Líu quýu,"Luýnh quýnh, luống cuống; líu ríu.",Mất bình tĩnh nên líu quýu thế kia,Mất bình tĩnh nên luống cuống thế kia,
Líu quýu,"Luýnh quýnh, luống cuống; líu ríu.",Nói năng líu quýu,Nói năng líu nhíu,
